OP	REF	HYP
OK	FOR	FOR
OK	THE	THE
OK	MOST	MOST
OK	YOU	YOU
DEL	BELIEVE	****
SUB	ARE	BELIEVER
SUB	GONE	BAHT
OK	AND	AND
OK	THIS	THIS
OK	COULD	COULD
OK	LEAD	LEAD
OK	TO	TO
OK	TRAGIC	TRAGIC
OK	CONSEQUENCES	CONSEQUENCES
INS	****	SCOTT
SUB	CAPGRAS	GRASS
OK	SYNDROME	SYNDROME
OK	IS	IS
SUB	ASSOCIATED	ASSOCIATE
SUB	WITH	OF
OK	A	A
OK	VERY	VERY
OK	HIGH	HIGH
OK	LEVEL	LEVEL
SUB	OF	QUIET
SUB	VIOLENCE	BOB
OK	ONE	ONE
OK	MAN	MAN
DEL	IN	****
OK	AUSTRALIA	AUSTRALIA
DEL	A	****
DEL	COUPLE	****
SUB	OF	PROBABLY
OK	YEARS	YEARS
OK	AGO	AGO
OK	WAS	WAS
OK	UNDER	UNDER
DEL	THE	****
SUB	DELUSION	POLLUTION
OK	THAT	THAT
SUB	HIS	IS
OK	FATHER	FATHER
OK	WAS	WAS
DEL	REPLACED	****
SUB	WITH	PLACED
SUB	A	OVER
OK	ROBOT	ROBOT
DEL	AND	****
DEL	CUT	****
SUB	OFF	TOP
SUB	HIS	TEN
SUB	HEAD	THE
SUB	A	RELATED
SUB	RELATED	THIS
SUB	DISORDER	ORDER
OK	INVOLVING	INVOLVING
OK	THE	THE
OK	VERY	VERY
OK	SAME	SAME
OK	PARTS	PARTS
OK	OF	OF
OK	THE	THE
OK	BRAIN	BRAIN
INS	****	THIS
SUB	IS	CALL
SUB	CALLED	COOKED
SUB	COTARD'S	HEARTS
SUB	SYNDROME	SANDRA
OK	AND	AND
INS	****	IT'S
SUB	COTARD'S	HEART
OK	SYNDROME	SYNDROME
OK	IS	IS
INS	****	PEOPLE
INS	****	LEAVING
INS	****	YOUR
INS	****	DEBT
OK	YOU	YOU
OK	BELIEVE	BELIEVE
OK	THAT	THAT
SUB	YOU'RE	YOU
SUB	DEAD	DID
OK	YOU	YOU
SUB	ARE	VIEWER
OK	PERSUADED	PERSUADED
OK	THAT	THAT
OK	YOU'RE	YOU'RE
OK	DEAD	DEAD
SUB	YOU'RE	YOU
OK	WALKING	WALKING
SUB	AROUND	RHINO
OK	YOU	YOU
DEL	KNOW	****
DEL	YOU'RE	****
DEL	WALKING	****
SUB	AROUND	WALK
SUB	AND	BY
OK	YOU	YOU
OK	KNOW	KNOW
DEL	THAT	****
DEL	THERE	****
SUB	ARE	HIM
SUB	PEOPLE	OR
SUB	AROUND	ROUND
SUB	BUT	AH
SUB	YOU	WE
OK	THINK	THINK
DEL	THAT	****
DEL	YOU'RE	****
SUB	DEAD	YOU
SUB	AND	BET
OK	WHAT'S	WHAT'S
OK	STRIKING	STRIKING
OK	ABOUT	ABOUT
DEL	THESE	****
SUB	IS	RESIST
OK	IT'S	IT'S
OK	NOT	NOT
OK	THESE	THESE
OK	ARE	ARE
OK	NOT	NOT
DEL	JUST	****
DEL	SORT	****
DEL	OF	****
SUB	BIG	ASSERTED
SUB	SCREWY	TRULY
OK	PROBLEMS	PROBLEMS
OK	OF	OF
SUB	MESSED	MASS
SUB	UP	OF
OK	PEOPLE	PEOPLE
SUB	RATHER	WE'RE
SUB	THEY'RE	NOW
SUB	LOCATED	THAT
OK	THEY'RE	THEY'RE
DEL	RELATED	****
SUB	AT	WELL
SUB	A	PAID
SUB	PINPOINT	THEY'RE
SUB	LEVEL	RELATED
SUB	TO	THE
OK	CERTAIN	CERTAIN
SUB	PARTS	PARTY
OK	OF	OF
DEL	YOUR	****
DEL	BRAIN	****
DEL	AND	****
SUB	WE'RE	RAIN
SUB	GOING	WHEN
SUB	TO	I
SUB	TALK	TALKED
SUB	ABOUT	WITH
OK	THE	THE
OK	BEST	BEST
OK	MODERN	MODERN
OK	THEORIES	THEORIES
OK	AS	AS
OK	TO	TO
OK	WHY	WHY
OK	THESE	THESE
SUB	SYNDROMES	INCOMES
SUB	OCCUR	HER
OK	NOW	NOW
OK	THE	THE
OK	REASON	REASON
DEL	TO	****
DEL	BE	****
SUB	INTERESTED	BEING
SUB	IN	THREATENED
OK	THEM	THEM
OK	AGAIN	AGAIN
OK	IS	IS
OK	NOT	NOT
OK	BECAUSE	BECAUSE
SUB	THEY'RE	YOU'RE
OK	FREQUENT	FREQUENT
OK	THEY	THEY
SUB	AREN'T	ARE
SUB	AND	AS
SUB	IT'S	A
SUB	NOT	LOT
OK	BECAUSE	BECAUSE
OK	OF	OF
OK	SOME	SOME
OK	SORT	SORT
OK	OF	OF
OK	GRUESOME	GRUESOME
OK	MORBID	MORBID
OK	CURIOSITY	CURIOSITY
OK	RATHER	RATHER
SUB	BY	BUT
OK	LOOKING	LOOKING
OK	AT	AT
OK	EXTREME	EXTREME
OK	CASES	CASES
OK	THEY	THEY
SUB	CAN	CAN'T
OK	HELP	HELP
SUB	US	BUT
SUB	BEST	THAT'S
OK	UNDERSTAND	UNDERSTAND
OK	NORMAL	NORMAL
OK	LIFE	LIFE
OK	OFTEN	OFTEN
SUB	BY	WHEN
OK	LOOKING	LOOKING
OK	AT	AT
OK	EXTREMES	EXTREMES
SUB	IT	IS
SUB	THROWS	ROSEN
SUB	INTO	TO
OK	SHARP	SHARP
OK	CONTRAST	CONTRAST
OK	THINGS	THINGS
OK	WE	WE
SUB	NATURALLY	NATALIE
OK	TAKE	TAKE
SUB	FOR	A
SUB	GRANTED	BREATH
OK	THE	THE
OK	ISSUE	ISSUE
OK	OF	OF
SUB	PSYCHOPATHY	SIGHT
SUB	OF	CONQUEST
OK	PEOPLE	PEOPLE
SUB	WHO	WILL
SUB	EITHER	BE
SUB	DUE	THERE
OK	TO	TO
OK	BRAIN	BRAIN
OK	DAMAGE	DAMAGE
OK	OR	OR
OK	BECAUSE	BECAUSE
DEL	THEY	****
SUB	ARE	PERFORM
SUB	BORN	IT
OK	THAT	THAT
OK	WAY	WAY
OK	HAVE	HAVE
OK	NO	NO
OK	MORAL	MORAL
OK	UNDERSTANDING	UNDERSTANDING
DEL	CAN	****
SUB	HELP	AND
SUB	US	HELPLESS
SUB	COPE	HOPE
SUB	WITH	OF
OK	QUESTIONS	QUESTIONS
OK	OF	OF
OK	FREE	FREE
OK	WILL	WILL
OK	AND	AND
OK	RESPONSIBILITY	RESPONSIBILITY
DEL	OF	****
OK	THE	THE
OK	RELATIONSHIP	RELATIONSHIP
OK	OR	OR
OK	DIFFERENCE	DIFFERENCE
OK	BETWEEN	BETWEEN
OK	MENTAL	MENTAL
OK	ILLNESS	ILLNESS
OK	AND	AND
OK	EVIL	EVIL
INS	****	THE
SUB	MULTIPLE	ALSO
OK	PERSONALITY	PERSONALITY
SUB	CASES	TRAITS
OK	FORCE	FORCE
OK	US	US
OK	TO	TO
OK	ADDRESS	ADDRESS
OK	THE	THE
OK	QUESTION	QUESTION
OK	OF	OF
OK	WHAT	WHAT
DEL	IS	****
SUB	A	THIS
SUB	SELF	WHAT
OK	TO	TO
OK	WHAT	WHAT
OK	EXTENT	EXTENT
INS	****	DO
OK	ARE	ARE
OK	ALL	ALL
OK	OF	OF
OK	US	US
DEL	COMPOSED	****
SUB	OF	COMPOSER
OK	MULTIPLE	MULTIPLE
OK	PEOPLE	PEOPLE
OK	AND	AND
DEL	TO	****
OK	WHAT	WHAT
OK	EXTENT	EXTENT
OK	ARE	ARE
OK	WE	WE
OK	A	A
OK	SINGLE	SINGLE
OK	UNIFIED	UNIFIED
OK	PERSON	PERSON
DEL	OVER	****
SUB	TIME	OVERTIME
OK	CASES	CASES
OK	LIKE	LIKE
SUB	CAPGRAS	RATS
OK	ARE	ARE
OK	IMPORTANT	IMPORTANT
OK	BECAUSE	BECAUSE
OK	THEY	THEY
OK	TELL	TELL
OK	US	US
OK	ABOUT	ABOUT
OK	HOW	HOW
OK	WE	WE
OK	SEE	SEE
OK	THE	THE
OK	WORLD	WORLD
OK	THEY	THEY
OK	TELL	TELL
OK	US	US
DEL	FOR	****
SUB	INSTANCE	FRANCE'S
OK	THAT	THAT
DEL	THERE	****
OK	IS	IS
OK	A	A
OK	DIFFERENCE	DIFFERENCE
OK	BETWEEN	BETWEEN
DEL	RECOGNIZING	****
SUB	SOMETHING	RECOGNIZE
SUB	IN	AND
SUB	THE	SOME
SUB	SENSE	HE
SUB	THAT	MADE
SUB	YOU	AND
SUB	COULD	GOING
SUB	NAME	WHETHER
SUB	IT	IT'S
OK	AND	AND
DEL	KNOWING	****
DEL	WHAT	****
DEL	IT	****
SUB	IS	AND
OK	AND	AND
OK	SO	SO
SUB	BY	I
SUB	STUDYING	SIGHTINGS
SUB	THESE	OF
SUB	ABNORMAL	NORMAL
SUB	CASES	PACE
OK	WE	WE
DEL	COULD	****
OK	GET	GET
OK	SOME	SOME
OK	INSIGHT	INSIGHT
OK	INTO	INTO
OK	REGULAR	REGULAR
DEL	LIFE	****
DEL	SO	****
DEL	THAT'S	****
SUB	THE	JUST
SUB	END	THEN
SUB	OF	AVAIL
SUB	THE	STATION
SUB	ILLUSTRATION	A
SUB	OF	BIT
SUB	THE	EXACT
SUB	EXAMPLE	PUPPETS
SUB	TOPICS	BOB
SUB	THE	SO
SUB	SYLLABUS	LET'S
SUB	LISTS	LET'S
OK	MANY	MANY
OK	MORE	MORE
OK	I'LL	I'LL
SUB	END	ATTEND
OK	BY	BY
OK	TELLING	TELLING
OK	YOU	YOU
DEL	THAT	****
SUB	THERE'S	OH
SUB	A	THAT
SUB	LOT	THE
SUB	OF	LITTLE
SUB	STUFF	ONE
SUB	THAT	STEP
SUB	WE'LL	BUT
SUB	BE	WE
OK	TALKING	TALKING
OK	ABOUT	ABOUT
DEL	THAT	****
SUB	I	AT
SUB	WANT	ONE
SUB	TO	OF
OK	TALK	TALK
OK	ABOUT	ABOUT
OK	THAT	THAT
OK	I	I
OK	AM	AM
OK	NOT	NOT
DEL	EXPERT	****
SUB	IN	X
SUB	AND	UNFORTUNATELY
SUB	FORTUNATELY	UM
OK	THERE	THERE
OK	IS	IS
OK	A	A
SUB	COMMUNITY	HUMIDITY
SUB	AT	AND
OK	YALE	YALE
DEL	OF	****
OK	THE	THE
OK	BEST	BEST
SUB	SCHOLARS	LOVERS
OK	AND	AND
OK	TEACHERS	TEACHERS
OK	ON	ON
SUB	THE	A
SUB	PLANET	PLAQUE
OK	AND	AND
OK	SO	SO
DEL	IT	****
SUB	WOULD	YOU
OK	BE	BE
DEL	A	****
SUB	SHAME	ASHAMED
SUB	FOR	TO
SUB	ME	BE
OK	NOT	NOT
OK	TO	TO
OK	USE	USE
DEL	THEM	****
SUB	TO	THAT
OK	COVER	COVER
OK	SOME	SOME
OK	OF	OF
OK	THESE	THESE
OK	ISSUES	ISSUES
OK	AND	AND
OK	SO	SO
DEL	I'M	****
SUB	GOING	ON
SUB	TO	ONE
SUB	INCLUDE	HAND
SUB	FOUR	CLUE
SUB	GUEST	FORGET
SUB	LECTURERS	SLEPT
OK	THE	THE
OK	FIRST	FIRST
OK	ONE	ONE
OK	IS	IS
SUB	DR	DOCTOR
SUB	MARVIN	MARTIN
SUB	CHUN	SHOT
OK	WHO	WHO
SUB	TEACHES	IS
SUB	THE	TEACHES
OK	INTRODUCTION	INTRODUCTION
DEL	TO	****
OK	PSYCHOLOGY	PSYCHOLOGY
SUB	COURSE	COURTS
OK	IN	IN
OK	THE	THE
OK	FALL	FALL
DEL	AND	****
DEL	IS	****
DEL	MY	****
DEL	COMPETITION	****
DEL	AND	****
SUB	HE'S	BOB
SUB	GOING	IT
SUB	TO	IS
SUB	GIVE	IMMEDIATE
OK	AN	AN
OK	AMAZING	AMAZING
OK	LECTURE	LECTURE
OK	ON	ON
DEL	COGNITIVE	****
DEL	NEUROSCIENCE	****
SUB	ESPECIALLY	HOW
OK	THE	THE
DEL	COGNITIVE	****
DEL	NEUROSCIENCE	****
SUB	OF	GIRLS
SUB	FACES	ACTUALLY
SUB	DR	BECAUSE
SUB	SUSAN	THAT
SUB	NOLEN-HOEKSEMA	NARROW
SUB	IS	SCIENCE
SUB	THE	FACES
SUB	WORLD'S	DOCTOR
SUB	AUTHORITY	SAYS
SUB	ON	NO
SUB	DEPRESSION	ONE
SUB	AND	TALKS
SUB	IN	ABOUT
SUB	PARTICULAR	IS
SUB	ON	THE
SUB	SEX	WORLD
SUB	DIFFERENCES	AUTHORITY
SUB	AND	UNDER
SUB	DEPRESSION	PRESSURE
SUB	AND	AN
SUB	SHE'S	INVITATION
SUB	GOING	OR
SUB	TO	JASON
OK	TALK	TALK
OK	ABOUT	ABOUT
OK	THIS	THIS
DEL	TOWARDS	****
SUB	THE	HORSE
SUB	END	AND
OK	OF	OF
DEL	THE	****
OK	COURSE	COURSE
OK	KELLY	KELLY
SUB	BROWNELL	ROUND
SUB	IS	AH
SUB	GOING	THIS
SUB	TO	POINT
SUB	TALK	TROTTED
OK	IS	IS
INS	****	THAT
INS	****	THE
OK	HEAD	HEAD
OK	OF	OF
OK	THE	THE
SUB	RUDD	RIGHT
OK	CENTER	CENTER
INS	****	UM
OK	FOCUSES	FOCUSES
OK	ON	ON
OK	OBESITY	OBESITY
DEL	EATING	****
SUB	DISORDERS	IS
SUB	DIETING	WARS
SUB	AND	BITING
SUB	HE'LL	I'LL
OK	TALK	TALK
OK	ABOUT	ABOUT
OK	THE	THE
OK	PSYCHOLOGY	PSYCHOLOGY
OK	OF	OF
OK	FOOD	FOOD
OK	AND	AND
OK	FINALLY	FINALLY
INS	****	THAT
SUB	DR	GETS
SUB	PETER	ALIBI
SUB	SALOVEY	OF
SUB	DEAN	BEING
OK	OF	OF
OK	YALE	YALE
OK	COLLEGE	COLLEGE
OK	IS	IS
DEL	GOING	****
SUB	TO	GONNA
OK	COME	COME
OK	TO	TO
OK	US	US
OK	ON	ON
OK	VALENTINE'S	VALENTINE'S
OK	DAY	DAY
DEL	AND	****
OK	TELL	TELL
OK	US	US
OK	EVERYTHING	EVERYTHING
OK	HE	HE
OK	KNOWS	KNOWS
SUB	ABOUT	OF
OK	THE	THE
OK	MYSTERIES	MYSTERIES
OK	OF	OF
SUB	LOVE	UP
OK	ALL	ALL
OK	OF	OF
OK	THESE	THESE
OK	DETAILS	DETAILS
DEL	ARE	****
DEL	IN	****
SUB	THE	ERNESTO
SUB	SYLLABUS	OF
SUB	AND	US
SUB	I'LL	A
SUB	STICK	AN
SUB	AROUND	OUTFIT
SUB	AND	REMNANTS
SUB	ANSWER	OF
OK	QUESTIONS	QUESTIONS
DEL	HOPE	****
DEL	TO	****
OK	SEE	SEE
OK	YOU	YOU
OK	NEXT	NEXT
OK	WEEK	WEEK
#cor    2161
#sub    1268
#del    462
#ins    144
{'Del': 462, 'Ins': 144, 'WER': 0.482, 'Sub': 1268, 'Cor': 2161}
