OP | REF | HYP
SUB | 10 | ten
OK | degrees | degrees
SUB | celsius | else's
OK | and | and
OK | i | i
OK | move | move
SUB | it | that
OK | up | up
OK | in | in
OK | the | the
OK | atmosphere | atmosphere
OK | three | three
OK | kilometers | kilometers
SUB | 3 | three
SUB | 000 | thousand
OK | meters | meters
OK | what | what
OK | temperature | temperature
OK | will | will
OK | it | it
OK | be | be
SUB | at | asked
OK | when | when
OK | it | it
OK | reaches | reaches
SUB | that | the
OK | higher | higher
OK | elevation | elevation
OK | well | well
OK | if | if
DEL | i | ****
SUB | round | around
OK | that | that
DEL | off | ****
DEL | to | ****
SUB | 10 | often
SUB | it's | tan
OK | cooling | cooling
SUB | 10 | ten
OK | degrees | degrees
OK | for | for
OK | every | every
OK | kilometer | kilometer
OK | that | that
OK | i | i
SUB | lift | left
OK | it | it
OK | so | so
OK | it's | it's
DEL | going | ****
SUB | to | gonna
SUB | cool | cooled
OK | by | by
SUB | 30 | thirty
OK | degrees | degrees
SUB | celsius | else's
OK | approximately | approximately
INS | **** | thirty
SUB | please | resulted
SUB | i | please
SUB | would | i'll
OK | ask | ask
OK | you | you
OK | not | not
OK | to | to
OK | do | do
OK | that | that
OK | rounding | rounding
DEL | in | ****
SUB | your | under
SUB | problem | prom
OK | sets | sets
DEL | let | ****
SUB | it | levy
SUB | be | nine
SUB | 9 | point
SUB | 8 | eight
SUB | not | napkin
SUB | 10 | hon
OK | but | but
OK | for | for
OK | the | the
OK | purposes | purposes
OK | of | of
OK | illustration | illustration
DEL | it's | ****
DEL | going | ****
DEL | to | ****
OK | cool | cool
SUB | by | body
OK | approximately | approximately
SUB | 30 | thirty
OK | degrees | degrees
INS | **** | self
SUB | celsius | service
OK | it | it
OK | starts | starts
OK | at | at
SUB | 10 | ten
OK | so | so
DEL | it's | ****
SUB | going | stony
SUB | to | minus
SUB | be | twenty
SUB | -20 | sells
SUB | celsius | this
OK | when | when
OK | it | it
OK | gets | gets
OK | to | to
INS | **** | all
SUB | 3 | three
SUB | kilometers | connors
OK | you | you
OK | can | can
OK | do | do
OK | that | that
DEL | in | ****
SUB | kelvins | and
SUB | as | tell
SUB | well | them
SUB | it | to
SUB | will | swell
OK | work | work
SUB | out | of
OK | the | the
DEL | same | ****
SUB | way | senate
SUB | if | to
SUB | it | start
SUB | starts | said
SUB | at | ten
SUB | let's | degrees
SUB | see | ah
SUB | if | sell
SUB | it's | sis
SUB | 10 | of
SUB | degrees | scum
SUB | celsius | of
SUB | that's | the
SUB | going | truth
SUB | to | eighty
SUB | be | three
SUB | 283 | columns
SUB | kelvins | and
SUB | and | some
SUB | subtract | crack
SUB | 30 | thirty
OK | from | from
SUB | that | us
SUB | it's | could
SUB | going | be
SUB | to | true
SUB | be | fifty
SUB | 253 | three
SUB | kelvins | felons
OK | when | when
OK | it | it
OK | gets | gets
OK | up | up
OK | there | there
DEL | so | ****
SUB | you | sodium
SUB | might | i
OK | want | want
DEL | to | ****
SUB | put | football
SUB | both | to
SUB | the | sell
SUB | celsius | sis
OK | and | and
OK | the | the
SUB | kelvins | kelvin
SUB | in | to
SUB | your | new
OK | notes | notes
OK | to | to
OK | be | be
OK | sure | sure
OK | you're | you're
OK | clear | clear
OK | on | on
OK | that | that
OK | question | question
DEL | student | ****
DEL | so | ****
DEL | that | ****
DEL | first | ****
DEL | one | ****
DEL | there | ****
DEL | is | ****
OK | it | it
DEL | s | ****
DEL | shown | ****
DEL | as | ****
DEL | expanded | ****
DEL | in | ****
DEL | that | ****
DEL | diagram | ****
DEL | professor | ****
DEL | ron | ****
SUB | smith | all
OK | that's | that's
OK | right | right
SUB | i've | i
SUB | drawn | brought
SUB | it | up
OK | that | that
SUB | way | late
SUB | to | her
SUB | remind | mind
SUB | you | is
OK | that | that
OK | the | the
OK | reason | reason
OK | it's | it's
OK | cooled | cooled
DEL | is | ****
OK | because | because
OK | it | it
OK | has | has
OK | expanded | expanded
OK | it | it
OK | moved | moved
OK | into | into
INS | **** | warp
OK | a | a
OK | region | region
OK | where | where
OK | the | the
OK | pressure | pressure
OK | was | was
OK | less | less
OK | and | and
OK | therefore | therefore
OK | it | it
OK | naturally | naturally
SUB | expanded | and
OK | because | because
OK | of | of
SUB | that | the
OK | lowered | lowered
OK | pressure | pressure
OK | question | question
DEL | student | ****
DEL | so | ****
DEL | it | ****
DEL | doesn't | ****
DEL | matter | ****
SUB | the | now
SUB | size | solace
SUB | of | in
OK | the | the
DEL | air | ****
DEL | parcel | ****
DEL | professor | ****
DEL | ron | ****
DEL | smith | ****
DEL | no | ****
DEL | so | ****
DEL | it's | ****
DEL | so | ****
SUB | simple | silas
SUB | it | ensemble
OK | doesn't | doesn't
OK | matter | matter
OK | the | the
OK | size | size
OK | of | of
SUB | the | a
OK | parcel | parcel
INS | **** | just
SUB | it's | a
SUB | just | new
OK | that | that
OK | elevation | elevation
OK | difference | difference
OK | is | is
OK | all | all
OK | that | that
OK | matters | matters
OK | that | that
OK | tells | tells
OK | you | you
OK | how | how
OK | much | much
OK | on | on
OK | a | a
OK | relative | relative
SUB | basis | bases
SUB | it | in
SUB | has | a
SUB | expanded | sixth
OK | and | and
SUB | therefore | uh
SUB | how | and
SUB | many | therefore
SUB | degrees | tom
SUB | celsius | tommy
SUB | it | degree
SUB | has | selfishness
SUB | cooled | cool
SUB | now | a
SUB | remember | member
OK | i | i
OK | said | said
OK | this | this
OK | is | is
SUB | reversible | reversal
OK | if | if
OK | i | i
OK | take | take
OK | that | that
OK | parcel | parcel
DEL | and | ****
SUB | move | a
SUB | it | moment
OK | back | back
OK | down | down
SUB | it'll | hill
SUB | compress | compressed
OK | back | back
OK | down | down
OK | to | to
OK | its | its
OK | original | original
OK | volume | volume
OK | and | and
SUB | it'll | though
SUB | return | returned
OK | to | to
OK | its | its
OK | original | original
OK | temperature | temperature
OK | so | so
OK | it's | it's
OK | a | a
SUB | reversible | reversal
OK | process | process
DEL | student | ****
DEL | are | ****
DEL | you | ****
DEL | assuming | ****
DEL | the | ****
DEL | parcel | ****
DEL | was | ****
DEL | on | ****
DEL | the | ****
DEL | ground | ****
DEL | professor | ****
DEL | ron | ****
DEL | smith | ****
OK | the | the
OK | question | question
OK | is | is
OK | whether | whether
OK | we're | we're
OK | assuming | assuming
OK | it | it
OK | was | was
OK | on | on
OK | the | the
OK | ground | ground
OK | no | no
OK | not | not
INS | **** | a
INS | **** | cicero
SUB | necessarily | it
OK | this | this
OK | would | would
OK | happen | happen
DEL | i | ****
DEL | could | ****
DEL | start | ****
SUB | at | started
SUB | any | ellie
OK | elevation | elevation
OK | and | and
OK | move | move
OK | it | it
OK | to | to
OK | any | any
OK | other | other
INS | **** | al
SUB | elevation | others
OK | so | so
OK | this | this
OK | is | is
OK | independent | independent
DEL | of | ****
SUB | where | aware
OK | the | the
OK | ground | ground
OK | was | was
OK | i | i
OK | just | just
SUB | happened | and
OK | to | to
OK | give | give
OK | you | you
OK | an | an
OK | example | example
OK | with | with
OK | the | the
OK | ground | ground
DEL | just | ****
DEL | a | ****
DEL | three | ****
OK | kilometer | kilometer
OK | lifting | lifting
OK | no | no
OK | matter | matter
OK | where | where
OK | you | you
OK | started | started
SUB | would | we
OK | give | give
OK | you | you
OK | an | an
OK | approximate | approximate
INS | **** | three
SUB | 330 | thirty
SUB | degrees | reese
SUB | celsius | else's
SUB | cooling | cool
OK | questions | questions
OK | on | on
OK | that | that
DEL | ok | ****
DEL | chapter | ****
DEL | 5 | ****
DEL | buoyancy | ****
DEL | effects | ****
DEL | of | ****
DEL | rising | ****
DEL | and | ****
DEL | descending | ****
DEL | air | ****
SUB | parcels | okay
OK | now | now
DEL | we | ****
DEL | can | ****
SUB | begin | which
SUB | to | resented
SUB | do | this
SUB | some | in
OK | calculations | calculations
SUB | then | them
OK | of | of
OK | what | what
OK | happens | happens
DEL | to | ****
SUB | air | there
OK | as | as
OK | you | you
OK | move | move
DEL | it | ****
OK | up | up
OK | and | and
OK | down | down
OK | in | in
SUB | the | a
OK | atmosphere | atmosphere
OK | using | using
OK | these | these
OK | two | two
OK | concepts | concepts
SUB | the | they
OK | measured | measured
INS | **** | laps
SUB | lapse | for
SUB | rate | it
OK | and | and
OK | the | the
SUB | adiabatic | aided
SUB | lapse | adequate
SUB | rate | for
SUB | so | soaked
OK | normally | normally
OK | in | in
OK | the | the
OK | textbooks | textbooks
OK | you'll | you'll
OK | see | see
SUB | diagrams | diagram
SUB | like | flight
OK | this | this
DEL | where | ****
SUB | the | work
SUB | temperatures | senators
SUB | have | and
SUB | been | put
SUB | put | an
SUB | on | x.
SUB | the | axis
SUB | x-axis | hello
SUB | altitude's | tubes
OK | been | been
OK | put | put
OK | on | on
OK | the | the
INS | **** | wire
SUB | y-axis | axis
OK | and | and
INS | **** | on
OK | some | some
OK | reference | reference
OK | lines | lines
OK | are | are
OK | drawn | drawn
OK | on | on
OK | here | here
SUB | where | with
SUB | the | a
OK | slope | slope
OK | given | given
OK | by | by
OK | capital | capital
OK | gamma | gamma
DEL | γ | ****
OK | and | and
SUB | then | that
OK | i've | i've
OK | drawn | drawn
OK | in | in
OK | a | a
OK | black | black
OK | curve | curve
OK | which | which
OK | represents | represents
OK | the | the
OK | actual | actual
SUB | lapse | laps
SUB | rate | route
OK | on | on
OK | the | the
OK | day | day
OK | under | under
OK | consideration | consideration
SUB | let's | but
OK | say | say
OK | we've | we've
SUB | launched | lost
OK | a | a
OK | balloon | balloon
SUB | measured | measure
OK | temperature | temperature
SUB | as | is
OK | a | a
OK | function | function
OK | of | of
SUB | height | hype
OK | and | and
SUB | i've | dollar
SUB | plotted | plow
OK | that | that
OK | up | up
OK | as | as
SUB | that | a
OK | black | black
SUB | line | woman
OK | now | now
OK | the | the
OK | question | question
OK | is | is
OK | what's | what's
DEL | going | ****
SUB | to | gonna
OK | happen | happen
OK | to | to
DEL | an | ****
SUB | air | enter
OK | parcel | parcel
OK | as | as
OK | it's | it's
OK | moved | moved
OK | upwards | upwards
OK | or | or
OK | downwards | downwards
OK | in | in
OK | this | this
OK | kind | kind
OK | of | of
OK | a | a
OK | situation | situation
OK | if | if
DEL | i | ****
SUB | take | i'd
SUB | an | taken
SUB | air | or
OK | parcel | parcel
OK | from | from
SUB | this | the
SUB | elevation | celebration
OK | and | and
OK | lift | lift
OK | it | it
OK | it's | it's
DEL | going | ****
SUB | to | gonna
OK | cool | cool
OK | it's | it's
DEL | going | ****
SUB | to | gonna
SUB | cool | cooled
OK | moving | moving
OK | along | along
OK | the | the
SUB | dashed | best
OK | blue | blue
OK | curves | curves
DEL | because | ****
SUB | that's | possessing
SUB | the | any
SUB | adiabatic | better
SUB | lapse | collapsed
SUB | rate | or
OK | so | so
OK | this | this
DEL | parcel | ****
SUB | when | partial
SUB | i | wanna
OK | take | take
OK | it | it
OK | out | out
OK | of | of
SUB | its | it's
OK | environment | environment
OK | and | and
DEL | lift | ****
SUB | it | lifted
OK | a | a
OK | little | little
DEL | ways | ****
DEL | it's | ****
SUB | going | whiz
SUB | to | gonna
OK | move | move
OK | along | along
OK | like | like
OK | this | this
DEL | to | ****
DEL | its | ****
OK | new | new
OK | elevation | elevation
SUB | its | this
OK | new | new
DEL | temperature | ****
SUB | is | temperatures
OK | going | going
OK | to | to
OK | be | be
SUB | there | fair
OK | and | and
OK | the | the
OK | temperature | temperature
OK | of | of
OK | its | its
OK | new | new
OK | environment | environment
SUB | is | his
OK | going | going
OK | to | to
OK | be | be
OK | there | there
OK | here's | here's
OK | the | the
OK | tricky | tricky
OK | part | part
OK | of | of
OK | this | this
OK | argument | argument
OK | when | when
OK | you | you
OK | take | take
SUB | an | it
SUB | air | or
OK | parcel | parcel
OK | and | and
SUB | lift | left
OK | it | it
SUB | it's | gets
OK | cooling | cooling
OK | at | at
OK | one | one
OK | rate | rate
SUB | its | it's
OK | environment | environment
SUB | is | his
OK | changing | changing
SUB | at | had
OK | a | a
DEL | different | ****
SUB | rate | differently
OK | and | and
OK | we're | we're
OK | interested | interested
OK | in | in
OK | knowing | knowing
OK | after | after
OK | we | we
DEL | lift | ****
SUB | it | lifted
OK | a | a
OK | certain | certain
OK | amount | amount
OK | what | what
OK | is | is
SUB | its | this
OK | temperature | temperature
OK | relative | relative
OK | to | to
OK | the | the
OK | environment | environment
OK | it's | it's
OK | new | new
DEL | the | ****
SUB | air | that
SUB | that | there
SUB | it's | that's
SUB | now | not
OK | next | next
OK | to | to
OK | in | in
OK | this | this
OK | case | case
OK | the | the
OK | parcel | parcel
OK | went | went
OK | to | to
OK | that | that
OK | temperature | temperature
INS | **** | cobb
INS | **** | good
SUB | it | mood
SUB | moved | in
SUB | into | the
OK | cooler | cooler
OK | air | air
OK | above | above
OK | but | but
OK | that | that
OK | wasn't | wasn't
OK | such | such
OK | a | a
OK | great | great
OK | effect | effect
SUB | and | in
SUB | actually | action
OK | the | the
OK | parcel | parcel
SUB | is | was
OK | now | now
OK | colder | colder
SUB | than | jan
SUB | its | it's
OK | new | new
OK | environment | environment
INS | **** | the
SUB | environment | garment
OK | cooled | cooled
SUB | the | a
OK | parcel | parcel
OK | cooled | cooled
DEL | the | ****
OK | parcel | parcel
OK | cooled | cooled
OK | more | more
OK | so | so
OK | the | the
OK | parcel | parcel
OK | is | is
SUB | now | not
OK | cold | cold
OK | relative | relative
OK | to | to
OK | its | its
OK | new | new
OK | environment | environment
OK | what's | what's
DEL | going | ****
SUB | to | gonna
OK | happen | happen
OK | to | to
OK | that | that
OK | parcel | parcel
DEL | it's | ****
DEL | going | ****
SUB | to | tuna
SUB | sink | sank
OK | because | because
SUB | it's | if
OK | more | more
OK | dense | dense
OK | than | than
SUB | its | anson
SUB | environment | farm
OK | so | so
OK | i | i
OK | lifted | lifted
DEL | it | ****
OK | up | up
OK | there | there
OK | it | it
OK | looks | looks
DEL | around | ****
DEL | and | ****
SUB | says | arises
SUB | oh | or
OK | my | my
OK | lord | lord
SUB | i | i'm
SUB | am | then
SUB | denser | sir
SUB | than | that
OK | everything | everything
DEL | up | ****
SUB | here | appear
OK | back | back
OK | down | down
OK | i | i
OK | go | go
OK | i | i
OK | don't | don't
OK | belong | belong
DEL | here | ****
OK | in | in
OK | this | this
OK | crowd | crowd
DEL | i've | ****
SUB | got | i
SUB | to | gotta
OK | go | go
OK | back | back
OK | i'm | i'm
SUB | negatively | hon
SUB | buoyant | native
SUB | i'm | lee
SUB | heavy | boy
OK | i'm | i'm
SUB | going | heading
SUB | to | i'm
SUB | sink | innocent
OK | back | back
OK | you | you
OK | can | can
SUB | repeat | or
SUB | it | did
OK | you | you
OK | could | could
OK | push | push
OK | that | that
OK | parcel | parcel
OK | down | down
OK | in | in
OK | the | the
OK | atmosphere | atmosphere
SUB | it'll | little
SUB | move | moved
OK | to | to
SUB | here | hear
OK | there's | there's
OK | a | a
OK | new | new
OK | temperature | temperature
OK | there | there
OK | is | is
OK | a | a
OK | new | new
OK | temperature | temperature
SUB | of | month
SUB | its | cups
OK | environment | environment
INS | **** | palm
INS | **** | it's
INS | **** | not
INS | **** | going
INS | **** | to
INS | **** | date
SUB | it | book
OK | got | got
OK | warmer | warmer
OK | as | as
OK | it | it
OK | went | went
OK | down | down
OK | the | the
OK | environment | environment
SUB | got | are
OK | warmer | warmer
SUB | too | true
OK | but | but
SUB | it | ago
SUB | got | warmer
SUB | warmer | fast
OK | faster | faster
OK | therefore | therefore
INS | **** | hitch
SUB | it's | in
OK | warmer | warmer
OK | than | than
OK | its | its
OK | new | new
OK | environment | environment
OK | it's | it's
OK | now | now
SUB | buoyant | boy
SUB | it's | at
SUB | going | it's
SUB | to | been
SUB | want | a
SUB | to | water
OK | bob | bob
DEL | back | ****
SUB | up | backup
OK | to | to
OK | its | its
OK | original | original
OK | condition | condition
OK | this | this
OK | is | is
SUB | called | call
OK | a | a
OK | stable | stable
OK | atmosphere | atmosphere
SUB | this | the
SUB | term | storm
OK | is | is
INS | **** | rare
SUB | very | in
SUB | important | court
OK | this | this
OK | is | is
OK | called | called
SUB | a | us
SUB | stable | table
SUB | atmosphere | hap
SUB | because | mr
SUB | a | because
OK | parcel | parcel
OK | that | that
OK | is | is
INS | **** | on
INS | **** | lift
SUB | lifted | that
OK | upwards | upwards
OK | wants | wants
OK | to | to
SUB | sink | send
OK | back | back
OK | down | down
DEL | a | ****
SUB | parcel | arthur
SUB | that's | was
OK | pushed | pushed
OK | down | down
OK | wants | wants
OK | to | to
OK | bob | bob
OK | back | back
OK | up | up
OK | and | and
INS | **** | though
OK | the | the
OK | atmosphere | atmosphere
OK | is | is
OK | usually | usually
DEL | in | ****
SUB | this | a
SUB | state | mistake
OK | but | but
OK | not | not
INS | **** | all
SUB | always | us
OK | i | i
OK | want | want
OK | to | to
OK | look | look
OK | at | at
SUB | this | the
OK | second | second
OK | example | example
OK | here | here
OK | which | which
OK | is | is
INS | **** | up
OK | again | again
OK | temperature | temperature
INS | **** | plot
SUB | plotted | a
OK | versus | versus
OK | altitude | altitude
OK | the | the
OK | same | same
OK | reference | reference
SUB | lines | slime
SUB | have | the
OK | been | been
DEL | drawn | ****
SUB | on | brought
SUB | here | honor
OK | for | for
OK | capital | capital
SUB | gamma | down
OK | but | but
OK | i | i
OK | put | put
OK | a | a
SUB | different | deferred
OK | actual | actual
SUB | lapse | laps
SUB | rate | ridge
OK | on | on
OK | that | that
OK | curve | curve
OK | it's | it's
SUB | a | salem
SUB | lapse | let's
SUB | rate | red
SUB | where | were
OK | the | the
OK | temperature | temperature
OK | increases | increases
OK | with | with
INS | **** | holly
SUB | height | often
OK | this | this
OK | is | is
OK | an | an
OK | example | example
SUB | of | halt
SUB | an | and
SUB | inversion | version
SUB | if | conversion
SUB | i | by
OK | take | take
OK | a | a
OK | parcel | parcel
OK | from | from
OK | here | here
OK | and | and
DEL | lift | ****
SUB | it | left
OK | it | it
OK | gets | gets
OK | colder | colder
OK | i'm | i'm
DEL | going | ****
DEL | to | ****
DEL | take | ****
SUB | it | imitated
OK | from | from
SUB | that | medal
SUB | elevation | wishing
SUB | up | to
SUB | to | them
SUB | that | will
SUB | elevation | she
OK | there | there
SUB | s | is
SUB | the | a
OK | parcel | parcel
OK | temperature | temperature
OK | it's | it's
OK | actually | actually
OK | been | been
OK | moving | moving
OK | into | into
OK | warmer | warmer
OK | air | air
SUB | however | order
OK | so | so
OK | the | the
OK | new | new
OK | environment | environment
OK | is | is
OK | there | there
OK | so | so
OK | this | this
OK | is | is
OK | an | an
OK | extreme | extreme
OK | example | example
OK | of | of
OK | stability | stability
OK | this | this
OK | is | is
OK | a | a
OK | very | very
OK | stable | stable
SUB | environment | unborn
OK | where | where
OK | the | the
OK | parcel | parcel
OK | gets | gets
OK | colder | colder
OK | as | as
OK | you | you
SUB | go | got
SUB | up | the
SUB | the | bar
SUB | environment | mutt
OK | gets | gets
OK | warmer | warmer
OK | and | and
OK | so | so
OK | you | you
OK | develop | develop
SUB | these | his
OK | restoring | restoring
OK | forces | forces
OK | this | this
SUB | tendency | tennessee
OK | for | for
OK | the | the
OK | parcel | parcel
OK | to | to
DEL | want | ****
SUB | to | wanna
OK | quickly | quickly
SUB | remove | removed
OK | go | go
OK | back | back
OK | to | to
OK | where | where
INS | **** | was
INS | **** | our
SUB | it | row
SUB | was | and
SUB | are | the
SUB | amplified | fight
OK | in | in
OK | this | this
OK | case | case
OK | because | because
OK | of | of
OK | the | the
SUB | inversion | abortion
OK | that's | that's
OK | the | the
OK | reason | reason
OK | why | why
SUB | air | character
SUB | cannot | not
OK | mix | mix
OK | effectively | effectively
OK | through | through
OK | an | an
INS | **** | end
SUB | inversion | version
SUB | because | there's
SUB | the | a
SUB | air | are
SUB | parcels | pro
SUB | want | souls
SUB | to | water
OK | cool | cool
SUB | as | is
SUB | they | they're
SUB | rise | ours
OK | and | and
OK | yet | yet
OK | there's | there's
OK | warmer | warmer
OK | air | air
OK | aloft | aloft
DEL | the | ****
OK | two | two
OK | things | things
SUB | add | had
OK | to | to
OK | each | each
OK | other | other
OK | making | making
OK | it | it
OK | virtually | virtually
OK | impossible | impossible
OK | for | for
DEL | air | ****
SUB | parcels | persons
OK | to | to
OK | mix | mix
OK | upwards | upwards
SUB | or | for
OK | downwards | downwards
DEL | for | ****
OK | that | that
OK | matter | matter
DEL | the | ****
SUB | air | here
OK | tends | tends
OK | to | to
OK | lay | lay
INS | **** | him
OK | in | in
OK | stable | stable
OK | layers | layers
SUB | stratified | gratified
OK | stable | stable
SUB | layers | ers
OK | with | with
OK | very | very
OK | little | little
INS | **** | trouble
SUB | turbulent | of
OK | mixing | mixing
OK | in | in
OK | a | a
OK | situation | situation
OK | like | like
OK | this | this
OK | now | now
INS | **** | hobby
OK | the | the
OK | situation | situation
OK | that | that
OK | i | i
DEL | didn't | ****
SUB | do | don't
SUB | and | believe
OK | you | you
OK | can | can
SUB | fill | bill
SUB | in | and
OK | your | your
OK | notes | notes
SUB | do | you
OK | one | one
OK | last | last
OK | case | case
SUB | where | we're
SUB | now | not
SUB | tilt | till
OK | this | this
SUB | curve | kermit
OK | over | over
OK | so | so
OK | it's | it's
INS | **** | ah
OK | flatter | flatter
OK | than | than
OK | the | the
OK | reference | reference
DEL | curves | ****
SUB | leave | groups
SUB | some | lisa
OK | space | space
OK | in | in
DEL | your | ****
DEL | notes | ****
SUB | for | a
SUB | this | notices
OK | take | take
OK | that | that
OK | observed | observed
OK | temperature | temperature
INS | **** | of
OK | the | the
OK | black | black
OK | line | line
OK | rotate | rotate
OK | it | it
OK | over | over
INS | **** | phillips
SUB | until | a
SUB | it's | lot
OK | more | more
OK | horizontal | horizontal
SUB | than | then
OK | the | the
OK | blue | blue
OK | reference | reference
OK | lines | lines
OK | and | and
OK | then | then
OK | repeat | repeat
OK | the | the
OK | argument | argument
OK | what | what
DEL | you're | ****
SUB | going | you
SUB | to | gonna
OK | find | find
OK | there | there
OK | is | is
DEL | it | ****
OK | if | if
SUB | you | she
SUB | look | left
SUB | to | a
OK | parcel | parcel
INS | **** | if
SUB | it | somebody
SUB | suddenly | comes
SUB | becomes | born
SUB | buoyant | and
OK | relative | relative
OK | to | to
SUB | its | it's
SUB | environment | informant
OK | and | and
OK | it'll | it'll
OK | continue | continue
OK | to | to
OK | rise | rise
OK | that's | that's
SUB | called | call
SUB | an | them
SUB | unstable | hung
SUB | atmosphere | stable
SUB | same | atmosphere
SUB | thing | sending
OK | would | would
OK | happen | happen
OK | if | if
OK | you | you
OK | pushed | pushed
OK | it | it
OK | down | down
OK | it | it
OK | would | would
INS | **** | be
INS | **** | calm
INS | **** | negative
SUB | become | label
SUB | negatively | on
SUB | buoyant | it
OK | and | and
OK | it | it
OK | would | would
OK | then | then
SUB | drop | dropped
OK | further | further
OK | another | another
OK | illustration | illustration
OK | that | that
OK | it's | it's
INS | **** | a
INS | **** | and
SUB | an | on
SUB | unstable | stable
OK | atmosphere | atmosphere
OK | so | so
OK | this | this
OK | sort | sort
OK | of | of
OK | thing | thing
SUB | will | all
SUB | have | of
OK | a | a
OK | big | big
OK | impact | impact
OK | on | on
SUB | how | hall
OK | materials | materials
SUB | mix | so
SUB | around | make
SUB | in | surrounded
SUB | the | them
SUB | atmosphere | sir
OK | and | and
OK | as | as
OK | we | we
OK | will | will
OK | see | see
INS | **** | you
OK | next | next
OK | time | time
OK | it | it
OK | also | also
OK | has | has
OK | a | a
OK | big | big
OK | impact | impact
OK | on | on
INS | **** | our
SUB | how | clubs
SUB | clouds | that
SUB | develop | will
OK | next | next
OK | week | week
OK | we're | we're
OK | going | going
OK | to | to
OK | get | get
OK | into | into
OK | the | the
OK | issue | issue
OK | of | of
INS | **** | all
OK | water | water
OK | vapor | vapor
OK | in | in
OK | the | the
OK | atmosphere | atmosphere
OK | how | how
OK | clouds | clouds
OK | form | form
OK | and | and
OK | then | then
OK | by | by
OK | wednesday | wednesday
DEL | or | ****
SUB | so | yourself
SUB | how | all
SUB | precipitation | persecution
OK | forms | forms
OK | in | in
OK | the | the
DEL | atmosphere | ****
DEL | and | ****
SUB | i | sphere
SUB | think | an
SUB | we'll | open
SUB | call | book
SUB | it | called
OK | quits | quits
OK | today | today
DEL | but | ****
DEL | that | ****
DEL | will | ****
SUB | be | without
SUB | the | with
OK | subject | subject
OK | for | for
OK | next | next
OK | week | week
{'Del': 600, 'Cor': 3628, 'Ins': 352, 'Sub': 1796, 'WER': 0.456}
